,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Promo2SinceDate,CompetitionOpenSinceDate,avg_cust_visit_per_day,avg_sales_per_day,avg_sales_per_customer
540,541,a,Extended,650.0,7,1990,0,0,0,0,0,1990-07-01 00:00:00,857.0834403080873,6720.812580231065,7.841491579647369
541,542,a,Basic,7280.0,9,2012,1,1,2013,"Jan,Apr,Jul,Oct",2013-01-07 00:00:00,2012-09-01 00:00:00,531.6398713826367,6246.641479099679,11.749761098342809
542,543,c,Basic,1080.0,12,2012,0,0,0,0,0,2012-12-01 00:00:00,240.18309859154928,2790.3802816901407,11.617721222072362
543,544,a,Basic,250.0,12,2001,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2001-12-01 00:00:00,1845.071794871795,14094.498717948718,7.638997440166319
544,545,a,Extended,5020.0,5,2006,1,18,2014,"Feb,May,Aug,Nov",2014-05-05 00:00:00,2006-05-01 00:00:00,1026.8177150192555,10635.256739409499,10.35749245834745
545,546,a,Basic,580.0,1,2005,0,0,0,0,0,2005-01-01 00:00:00,1621.279336734694,13681.53443877551,8.438727447381485
546,547,d,Extended,8990.0,11,2009,1,35,2010,"Mar,Jun,Sept,Dec",2010-08-30 00:00:00,2009-11-01 00:00:00,442.2475884244373,5752.490353697749,13.007397901686067
547,548,d,Extended,3760.0,2,2009,0,0,0,0,0,2009-02-01 00:00:00,400.4005201560468,5066.426527958388,12.65339646907518
548,549,a,Extended,2330.0,0,0,0,0,0,0,0,0,547.7130102040817,4642.716836734694,8.476550219255857
549,550,d,Extended,50.0,6,2015,0,0,0,0,0,2015-06-01 00:00:00,496.6491677336748,5973.627400768246,12.027861494316586
550,551,a,Extended,2190.0,9,2013,0,0,0,0,0,2013-09-01 00:00:00,987.7423469387755,6559.378826530612,6.640779193946202
551,552,a,Basic,4260.0,7,2008,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2008-07-01 00:00:00,689.8962868117798,7721.866837387965,11.19279373581362
552,553,c,Basic,3040.0,9,2002,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2002-09-01 00:00:00,638.7464607464608,7038.598455598456,11.019393277534425
553,554,c,Extended,1200.0,0,0,0,0,0,0,0,0,546.015306122449,4481.014030612245,8.206755342509274
554,555,d,Basic,1560.0,1,2014,1,10,2013,"Mar,Jun,Sept,Dec",2013-03-11 00:00:00,2014-01-01 00:00:00,479.0256821829856,5173.860353130016,10.800799509437628
555,556,d,Extended,1140.0,11,2014,0,0,0,0,0,2014-11-01 00:00:00,830.7241379310345,7178.753512132823,8.641561240789168
556,557,a,Basic,250.0,0,0,0,0,0,0,0,0,676.0167095115681,4383.079691516709,6.483685432396409
557,558,a,Basic,3000.0,2,2010,0,0,0,0,0,2010-02-01 00:00:00,453.02933673469386,3241.5242346938776,7.155219258112199
558,559,d,Basic,3910.0,11,2006,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,2006-11-01 00:00:00,750.2782051282052,5882.961538461538,7.841040161170984
559,560,c,Extended,1910.0,7,2013,0,0,0,0,0,2013-07-01 00:00:00,1640.2771084337348,13612.859437751003,8.299121756780249
560,561,d,Basic,14300.0,0,0,0,0,0,0,0,0,682.9152759948652,6913.826700898588,10.123988939662514
561,562,b,Extended,1210.0,0,0,0,0,0,0,0,0,3105.0530785562632,17969.55626326964,5.787197773644768
562,563,a,Basic,700.0,3,2015,1,10,2014,"Jan,Apr,Jul,Oct",2014-03-10 00:00:00,2015-03-01 00:00:00,702.6237113402062,5513.492268041237,7.847005700283914
563,564,d,Extended,6540.0,0,0,1,14,2013,"Jan,Apr,Jul,Oct",2013-04-08 00:00:00,0,488.6341463414634,5528.115532734275,11.313404055211404
564,565,a,Extended,160.0,7,2007,0,0,0,0,0,2007-07-01 00:00:00,792.3170731707318,6636.4172015404365,8.375961374885573
565,566,a,Basic,3620.0,0,0,1,40,2013,"Jan,Apr,Jul,Oct",2013-10-07 00:00:00,0,544.843112244898,4904.639030612245,9.00192903311897
566,567,c,Basic,1010.0,9,2012,1,18,2011,"Feb,May,Aug,Nov",2011-05-02 00:00:00,2012-09-01 00:00:00,671.4197689345315,5241.504492939666,7.8065983985805945
567,568,d,Extended,4270.0,0,0,1,1,2013,"Jan,Apr,Jul,Oct",2013-01-07 00:00:00,0,413.90012804097313,4877.496798975672,11.78423602346128
568,569,a,Basic,1340.0,9,2006,0,0,0,0,0,2006-09-01 00:00:00,652.8520408163265,4519.556122448979,6.922787767956923
569,570,a,Basic,180.0,11,2006,0,0,0,0,0,2006-11-01 00:00:00,661.790757381258,4535.404364569961,6.853230139563754
570,571,d,Basic,2110.0,11,1995,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,1995-11-01 00:00:00,575.6382636655949,7742.750803858521,13.450722949780335
571,572,d,Extended,9230.0,4,2004,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2004-04-01 00:00:00,571.5154639175257,6888.75,12.053479625520863
572,573,a,Basic,1190.0,11,2012,1,36,2013,"Jan,Apr,Jul,Oct",2013-09-09 00:00:00,2012-11-01 00:00:00,335.40514469453376,3974.773311897106,11.85066292145603
573,574,d,Basic,4400.0,0,0,0,0,0,0,0,0,666.5740025740025,8898.217503217504,13.349181739546811
574,575,a,Basic,960.0,5,2008,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2008-05-01 00:00:00,492.95666131621186,5367.566613162119,10.888516241631718
575,576,c,Basic,50.0,11,2006,0,0,0,0,0,2006-11-01 00:00:00,965.0701530612245,6982.517857142857,7.235243816207714
576,577,a,Extended,2270.0,0,0,1,35,2012,"Mar,Jun,Sept,Dec",2012-08-27 00:00:00,0,583.3762755102041,4953.4170918367345,8.49094709500248
577,578,d,Basic,12700.0,4,2013,0,0,0,0,0,2013-04-01 00:00:00,773.6392896781354,8164.39178690344,10.55322796532238
578,579,c,Basic,20970.0,11,2012,0,0,0,0,0,2012-11-01 00:00:00,911.4017971758665,8294.347881899872,9.100649030538802
579,580,a,Extended,170.0,2,2009,0,0,0,0,0,2009-02-01 00:00:00,1602.7474489795918,10197.661989795919,6.362613146748966
580,581,a,Basic,7250.0,12,2013,0,0,0,0,0,2013-12-01 00:00:00,587.6469833119384,5333.718870346598,9.076399644368328
581,582,a,Basic,120.0,0,0,0,0,0,0,0,0,863.3184143222506,7023.083120204604,8.134985891292596
582,583,a,Basic,2640.0,11,2002,0,0,0,0,0,2002-11-01 00:00:00,449.08076923076925,4311.907692307693,9.601630681477548
583,584,d,Basic,1360.0,0,0,1,35,2010,"Mar,Jun,Sept,Dec",2010-08-30 00:00:00,0,433.43405889884764,4734.89628681178,10.92414449118495
584,585,d,Extended,440.0,4,2014,0,0,0,0,0,2014-04-01 00:00:00,862.9987244897959,5675.156887755102,6.576089543017864
585,586,a,Extended,250.0,10,2008,0,0,0,0,0,2008-10-01 00:00:00,2361.4149484536083,15131.960051546392,6.408005531368249
586,587,d,Extended,330.0,9,2006,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2006-09-01 00:00:00,685.6886035313001,9663.285714285714,14.09281948762126
587,588,d,Extended,15720.0,3,2010,0,0,0,0,0,2010-03-01 00:00:00,661.1466836734694,6154.610969387755,9.308994692662523
588,589,a,Extended,360.0,0,0,1,18,2013,"Feb,May,Aug,Nov",2013-05-06 00:00:00,0,493.8678996036988,4672.622192866578,9.46127941624895
589,590,d,Extended,4520.0,9,2010,1,31,2013,"Jan,Apr,Jul,Oct",2013-08-05 00:00:00,2010-09-01 00:00:00,391.5997425997426,4984.169884169884,12.727714913909548
590,591,a,Extended,3340.0,0,0,1,22,2012,"Mar,Jun,Sept,Dec",2012-05-28 00:00:00,0,498.72200772200773,5700.705276705276,11.430627059640212
591,592,a,Basic,2540.0,6,2005,0,0,0,0,0,2005-06-01 00:00:00,570.01026957638,4448.5109114249035,7.804264499885145
592,593,a,Extended,33060.0,3,2010,0,0,0,0,0,2010-03-01 00:00:00,1231.766581632653,9507.956632653062,7.718959723725155
593,594,a,Basic,1790.0,10,2011,0,0,0,0,0,2011-10-01 00:00:00,456.67602040816325,4155.866071428572,9.10025025556232
594,595,c,Extended,1130.0,6,2015,0,0,0,0,0,2015-06-01 00:00:00,1763.4132653061224,15019.109693877552,8.517067433577623
595,596,c,Basic,290.0,9,2006,0,0,0,0,0,2006-09-01 00:00:00,698.3864795918367,4505.818877551021,6.451755595532706
596,597,a,Basic,150.0,9,2008,1,1,2012,"Mar,Jun,Sept,Dec",2012-01-02 00:00:00,2008-09-01 00:00:00,727.5250320924262,5080.224646983312,6.982886392750141
597,598,c,Basic,550.0,12,2013,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2013-12-01 00:00:00,728.6012861736334,5892.2926045016075,8.087129018733865
598,599,d,Extended,580.0,11,2014,0,0,0,0,0,2014-11-01 00:00:00,875.5637755102041,9769.727040816326,11.158212929861516
599,600,d,Extended,17340.0,6,2010,1,9,2011,"Feb,May,Aug,Nov",2011-02-28 00:00:00,2010-06-01 00:00:00,619.2538265306123,6996.617346938776,11.298464453804879
600,601,d,Basic,8220.0,4,2014,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2014-04-01 00:00:00,394.29065300896286,4875.769526248399,12.365927239308828
601,602,a,Basic,2710.0,7,2001,1,22,2012,"Mar,Jun,Sept,Dec",2012-05-28 00:00:00,2001-07-01 00:00:00,614.1971830985915,6300.167733674776,10.257565334133854
602,603,a,Basic,340.0,4,2007,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2007-04-01 00:00:00,945.6348167539267,6933.314136125655,7.331915040867032
603,604,d,Basic,10950.0,3,2014,0,0,0,0,0,2014-03-01 00:00:00,591.7636655948553,7963.988745980708,13.45805633060474
604,605,d,Basic,10310.0,4,2003,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2003-04-01 00:00:00,508.7146529562982,7026.735218508998,13.812724240739804
605,606,a,Basic,2260.0,11,2007,0,0,0,0,0,2007-11-01 00:00:00,620.8214285714286,5839.210459183673,9.405620022846623
606,607,a,Basic,350.0,8,1999,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,1999-08-01 00:00:00,414.07544757033247,3901.910485933504,9.423187268959596
607,608,a,Extended,18370.0,2,2013,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2013-02-01 00:00:00,942.5756410256411,9326.971794871795,9.895197148021856
608,609,a,Basic,2070.0,9,2007,0,0,0,0,0,2007-09-01 00:00:00,504.6198979591837,4638.048469387755,9.191172381717903
609,610,a,Basic,660.0,1,2007,0,0,0,0,0,2007-01-01 00:00:00,520.3992297817715,4197.630295250321,8.066173151352645
610,611,a,Basic,8080.0,12,2002,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2002-12-01 00:00:00,490.524115755627,5792.303858520901,11.808397737179867
611,612,d,Extended,2490.0,11,2012,1,31,2009,"Jan,Apr,Jul,Oct",2009-08-03 00:00:00,2012-11-01 00:00:00,424.1781701444623,6816.088282504013,16.068927545664735
612,613,c,Basic,250.0,6,2007,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2007-06-01 00:00:00,1000.8503836317135,6728.372122762148,6.722655286744648
613,614,a,Basic,1160.0,12,2012,0,0,0,0,0,2012-12-01 00:00:00,941.1858974358975,6590.615384615385,7.002458709347863
614,615,d,Basic,730.0,8,2007,0,0,0,0,0,2007-08-01 00:00:00,1240.1075544174137,9712.421254801537,7.83191846562398
615,616,a,Extended,3040.0,8,2011,1,35,2010,"Mar,Jun,Sept,Dec",2010-08-30 00:00:00,2011-08-01 00:00:00,830.421052631579,8487.512195121952,10.220733407739706
616,617,a,Extended,8940.0,0,0,1,9,2011,"Jan,Apr,Jul,Oct",2011-02-28 00:00:00,0,574.6948717948718,6359.165384615385,11.065289942042824
617,618,d,Extended,9910.0,0,0,0,0,0,0,0,0,505.5672215108835,6830.578745198463,13.510723113704513
618,619,a,Basic,1600.0,6,2006,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,2006-06-01 00:00:00,428.88263665594855,4303.602893890676,10.034453545255188
619,620,d,Extended,5440.0,0,0,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,0,709.3585209003215,7773.766881028939,10.958868684854075
620,621,a,Basic,30.0,7,2002,0,0,0,0,0,2002-07-01 00:00:00,806.4967907573813,5916.224646983312,7.335707611963817
621,622,a,Extended,100000.0,0,0,0,0,0,0,0,0,430.0,4317.961734693878,10.041771476032274
622,623,a,Basic,4080.0,3,2011,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2011-03-01 00:00:00,832.2096354166666,7127.467447916667,8.56450964347237
623,624,a,Extended,6920.0,9,2011,0,0,0,0,0,2011-09-01 00:00:00,682.8831835686777,7019.06675224647,10.278576074410772
624,625,a,Basic,1170.0,4,2011,1,22,2012,"Feb,May,Aug,Nov",2012-05-28 00:00:00,2011-04-01 00:00:00,616.8536585365854,6300.195121951219,10.213435609505357
625,626,c,Extended,10740.0,11,2013,0,0,0,0,0,2013-11-01 00:00:00,829.624358974359,9382.529487179487,11.30937078412071
626,627,c,Extended,3970.0,3,2010,0,0,0,0,0,2010-03-01 00:00:00,615.617157490397,5991.252240717029,9.732107313481572
627,628,a,Extended,2180.0,0,0,0,0,0,0,0,0,762.9387755102041,6231.0829081632655,8.16721224320565
628,629,d,Basic,510.0,7,2014,1,23,2015,"Mar,Jun,Sept,Dec",2015-06-08 00:00:00,2014-07-01 00:00:00,678.6382636655949,7652.739549839228,11.276610765363776
629,630,a,Basic,1690.0,4,2015,0,0,0,0,0,2015-04-01 00:00:00,793.5763799743261,6935.852374839538,8.739993464855807
630,631,d,Extended,2870.0,0,0,1,35,2012,"Mar,Jun,Sept,Dec",2012-08-27 00:00:00,0,638.4413265306123,5400.307397959184,8.458580567309575
631,632,a,Basic,3350.0,2,2010,0,0,0,0,0,2010-02-01 00:00:00,903.6135204081633,7028.774234693878,7.778518222612442
632,633,d,Basic,11640.0,4,2005,1,22,2011,"Jan,Apr,Jul,Oct",2011-05-30 00:00:00,2005-04-01 00:00:00,549.7797427652733,7207.2170418006435,13.109280828627659
633,634,d,Basic,18610.0,0,0,0,0,0,0,0,0,651.2025641025641,6713.289743589744,10.309065279620741
634,635,a,Basic,27530.0,4,2014,0,0,0,0,0,2014-04-01 00:00:00,596.7166666666667,5909.244871794872,9.902932500284678
635,636,c,Basic,720.0,10,2004,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2004-10-01 00:00:00,714.8218298555378,5927.699839486357,8.292555699766917
636,637,d,Extended,9790.0,0,0,1,31,2009,"Feb,May,Aug,Nov",2009-08-03 00:00:00,0,693.0643086816721,8707.263665594855,12.563428179064038
637,638,d,Basic,10170.0,11,2001,0,0,0,0,0,2001-11-01 00:00:00,507.7135922330097,6009.605177993528,11.836604869218242
638,639,a,Basic,7780.0,11,2006,0,0,0,0,0,2006-11-01 00:00:00,485.98331193838254,4734.697047496791,9.742509529004362
639,640,d,Extended,8040.0,0,0,0,0,0,0,0,0,879.5083440308088,11533.978177150193,13.114120241645102
640,641,a,Extended,610.0,12,2003,1,36,2013,"Mar,Jun,Sept,Dec",2013-09-09 00:00:00,2003-12-01 00:00:00,538.0641848523749,5764.295250320924,10.713025346413712
641,642,c,Extended,530.0,4,2005,1,35,2010,"Mar,Jun,Sept,Dec",2010-08-30 00:00:00,2005-04-01 00:00:00,479.8818998716303,3652.7098844672655,7.611685053019035
642,643,a,Basic,230.0,6,2010,1,18,2010,"Feb,May,Aug,Nov",2010-05-03 00:00:00,2010-06-01 00:00:00,1020.2436224489796,7994.431122448979,7.835806023721324
643,644,c,Basic,4030.0,12,2004,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2004-12-01 00:00:00,1029.5135135135135,9353.057432432432,9.08492925023627
644,645,a,Basic,90.0,0,0,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,0,1327.2921492921494,10730.2574002574,8.08432220892732
645,646,a,Basic,620.0,9,2014,0,0,0,0,0,2014-09-01 00:00:00,706.4083601286173,5025.926045016077,7.114760142562576
646,647,a,Extended,7420.0,4,2013,0,0,0,0,0,2013-04-01 00:00:00,677.4910714285714,5774.5752551020405,8.523470638403623
647,648,d,Basic,2130.0,12,2008,0,0,0,0,0,2008-12-01 00:00:00,609.8214285714286,6573.996173469388,10.780198703200169
648,649,a,Basic,14570.0,11,2002,0,0,0,0,0,2002-11-01 00:00:00,386.67820512820515,3683.7923076923075,9.526764784870476
649,650,a,Basic,1420.0,10,2012,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2012-10-01 00:00:00,663.8247588424438,6391.008038585209,9.627552985112581
650,651,a,Basic,200.0,0,0,0,0,0,0,0,0,948.4197689345315,7615.865211810013,8.030057429492203
651,652,a,Basic,20390.0,0,0,0,0,0,0,0,0,681.0153452685422,6637.632992327366,9.746671699020194
652,653,d,Extended,7520.0,7,2014,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,2014-07-01 00:00:00,500.17971758664953,5915.504492939666,11.826758033056155
653,654,c,Basic,6930.0,9,2006,0,0,0,0,0,2006-09-01 00:00:00,684.1833333333333,6475.152564102564,9.464060652509168
654,655,d,Extended,960.0,11,2012,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,2012-11-01 00:00:00,687.4467265725289,8031.711168164314,11.683394301997495
655,656,d,Basic,410.0,4,2009,1,13,2010,"Jan,Apr,Jul,Oct",2010-03-29 00:00:00,2009-04-01 00:00:00,379.1664532650448,3245.192061459667,8.558753110975283
656,657,c,Extended,80.0,1,2006,1,10,2014,"Jan,Apr,Jul,Oct",2014-03-10 00:00:00,2006-01-01 00:00:00,766.1546391752578,6054.715206185567,7.902732551098671
657,658,d,Extended,520.0,0,0,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,0,598.6264441591784,6058.83055198973,10.121221023738554
658,659,d,Basic,1590.0,3,2012,0,0,0,0,0,2012-03-01 00:00:00,685.0717029449423,5643.966709346991,8.238505086526079
659,660,a,Basic,1200.0,11,2006,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2006-11-01 00:00:00,497.46945337620576,4616.599678456591,9.280167148203448
660,661,d,Extended,2140.0,7,2013,0,0,0,0,0,2013-07-01 00:00:00,589.0884265279584,7157.221066319896,12.14965486336916
661,662,d,Basic,1070.0,0,0,0,0,0,0,0,0,771.3456632653061,8439.524234693878,10.941299908224263
662,663,a,Extended,7860.0,5,2005,0,0,0,0,0,2005-05-01 00:00:00,652.9260237780713,4786.2258916776755,7.33042598606011
663,664,d,Extended,1680.0,10,2005,0,0,0,0,0,2005-10-01 00:00:00,602.4089743589743,4946.3564102564105,8.210960694136151
664,665,a,Basic,90.0,12,2012,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2012-12-01 00:00:00,1259.189677419355,8207.252903225806,6.517884517641657
665,666,c,Extended,2700.0,0,0,1,9,2011,"Mar,Jun,Sept,Dec",2011-02-28 00:00:00,0,654.8378378378378,7016.610038610039,10.715034521795015
666,667,d,Extended,2870.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,793.330779054917,8786.501915708812,11.075458242242963
667,668,c,Basic,1270.0,9,2010,0,0,0,0,0,2010-09-01 00:00:00,1156.7295918367347,8940.853316326531,7.729423868312757
668,669,d,Basic,17080.0,7,2012,1,31,2013,"Jan,Apr,Jul,Oct",2013-08-05 00:00:00,2012-07-01 00:00:00,393.92122186495175,4514.2347266881025,11.459739856909055
669,670,a,Basic,2060.0,0,0,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,0,700.5958132045089,6589.94847020934,9.406205897901486
670,671,a,Extended,2070.0,2,2008,1,39,2010,"Jan,Apr,Jul,Oct",2010-09-27 00:00:00,2008-02-01 00:00:00,593.8569131832797,5935.5,9.994831866456945
671,672,c,Basic,240.0,9,2002,0,0,0,0,0,2002-09-01 00:00:00,1389.2141025641026,8837.105128205128,6.361226186729815
672,673,d,Extended,15170.0,0,0,1,5,2013,"Feb,May,Aug,Nov",2013-02-04 00:00:00,0,582.7335907335907,7126.018018018018,12.228603484222056
673,674,a,Basic,2640.0,12,2005,1,31,2013,"Feb,May,Aug,Nov",2013-08-05 00:00:00,2005-12-01 00:00:00,1014.1219839142091,8193.349865951743,8.07925476018955
674,675,a,Basic,2100.0,8,2013,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2013-08-01 00:00:00,448.37131882202306,4278.189500640205,9.541621689540747
675,676,b,Extra,1410.0,9,2008,0,0,0,0,0,2008-09-01 00:00:00,1687.5936819172114,7687.464052287582,4.555281365804916
676,677,d,Basic,1740.0,6,2014,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,2014-06-01 00:00:00,637.6736334405144,7938.98231511254,12.449914656622118
677,678,c,Basic,3250.0,0,0,1,40,2011,"Jan,Apr,Jul,Oct",2011-10-03 00:00:00,0,825.3196405648267,7299.937098844673,8.8449816774611
678,679,a,Basic,4140.0,9,2012,0,0,0,0,0,2012-09-01 00:00:00,1061.4183673469388,9943.924744897959,9.36852522135379
679,680,c,Basic,170.0,0,0,1,35,2012,"Mar,Jun,Sept,Dec",2012-08-27 00:00:00,0,791.0191326530612,5205.306122448979,6.580505967018135
680,681,a,Extended,620.0,0,0,1,1,2014,"Mar,Jun,Sept,Dec",2014-01-06 00:00:00,0,488.9400260756193,3561.5071707953066,7.284139119026604
681,682,b,Basic,150.0,9,2006,0,0,0,0,0,2006-09-01 00:00:00,1758.8428874734607,11207.408704883228,6.37203515146394
682,683,a,Basic,2850.0,7,2014,0,0,0,0,0,2014-07-01 00:00:00,878.3022959183673,9147.085459183674,10.414507057185055
683,684,d,Extended,680.0,0,0,1,22,2012,"Jan,Apr,Jul,Oct",2012-05-28 00:00:00,0,619.2106109324759,7721.36655948553,12.469693547172652
684,685,a,Basic,650.0,11,2013,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,2013-11-01 00:00:00,612.4531450577664,6630.550706033376,10.826217090301633
685,686,a,Basic,20050.0,4,2002,0,0,0,0,0,2002-04-01 00:00:00,753.7179487179487,6250.410256410257,8.292770879401258
686,687,d,Extended,2770.0,0,0,0,0,0,0,0,0,734.3838254172016,8372.464698331194,11.40066598494979
687,688,a,Basic,18760.0,8,2015,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2015-08-01 00:00:00,364.1474358974359,3615.8333333333335,9.929586142552854
688,689,d,Basic,15040.0,10,2004,0,0,0,0,0,2004-10-01 00:00:00,713.4519846350832,7046.112676056338,9.876085325714367
689,690,a,Basic,100.0,0,0,0,0,0,0,0,0,792.1514762516047,5589.987163029525,7.056714947349315
690,691,d,Extended,3030.0,0,0,1,37,2009,"Jan,Apr,Jul,Oct",2009-09-14 00:00:00,0,621.3106546854942,8371.011553273427,13.473149848863947
691,692,a,Basic,40.0,8,2001,0,0,0,0,0,2001-08-01 00:00:00,797.0654685494223,6588.4172015404365,8.265841968452959
692,693,d,Basic,450.0,0,0,1,40,2011,"Jan,Apr,Jul,Oct",2011-10-03 00:00:00,0,494.5339308578745,6607.938540332906,13.36195178533054
693,694,a,Extended,460.0,11,2012,1,40,2014,"Jan,Apr,Jul,Oct",2014-10-06 00:00:00,2012-11-01 00:00:00,776.3183279742765,8047.522508038585,10.366266282850457
694,695,a,Basic,550.0,7,2011,1,1,2012,"Jan,Apr,Jul,Oct",2012-01-02 00:00:00,2011-07-01 00:00:00,513.8793324775353,5393.123234916559,10.494921461260217
695,696,a,Extended,430.0,0,0,0,0,0,0,0,0,995.5892857142857,7850.139030612245,7.8849171473155835
696,697,d,Basic,3780.0,0,0,1,40,2011,"Jan,Apr,Jul,Oct",2011-10-03 00:00:00,0,1004.6418485237484,10656.173299101412,10.606937501916649
697,698,a,Basic,1790.0,5,2011,0,0,0,0,0,2011-05-01 00:00:00,1936.6122448979593,15564.119897959185,8.036776561215673
698,699,a,Basic,180.0,0,0,1,5,2013,"Jan,Apr,Jul,Oct",2013-02-04 00:00:00,0,978.2140992167102,8320.129242819843,8.505427645626922
699,700,a,Extended,830.0,0,0,1,27,2013,"Jan,Apr,Jul,Oct",2013-07-08 00:00:00,0,527.1360634081902,4356.482166446499,8.264435823797996
700,701,d,Basic,1450.0,3,2012,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2012-03-01 00:00:00,629.6479099678456,5778.974276527331,9.178104437482286
701,702,a,Basic,8550.0,9,2001,1,45,2009,"Feb,May,Aug,Nov",2009-11-09 00:00:00,2001-09-01 00:00:00,347.21864951768487,4373.971061093248,12.597166273093487
702,703,a,Basic,80.0,6,2005,0,0,0,0,0,2005-06-01 00:00:00,352.5571245186136,3290.5340179717587,9.333335760735794
703,704,d,Extended,1910.0,4,2009,0,0,0,0,0,2009-04-01 00:00:00,1077.5478927203064,10393.865900383142,9.645850519129569
704,705,a,Basic,4140.0,9,2012,1,18,2011,"Feb,May,Aug,Nov",2011-05-02 00:00:00,2012-09-01 00:00:00,959.3324775353017,7967.267008985879,8.305011240164855
705,706,d,Basic,7830.0,9,2014,1,10,2014,"Mar,Jun,Sept,Dec",2014-03-10 00:00:00,2014-09-01 00:00:00,524.4324758842444,5743.2652733118975,10.951391337136762
706,707,a,Extended,2900.0,7,1990,0,0,0,0,0,1990-07-01 00:00:00,913.9537869062901,8319.731707317073,9.103011362838322
707,708,c,Extended,11470.0,10,2009,1,18,2014,"Jan,Apr,Jul,Oct",2014-05-05 00:00:00,2009-10-01 00:00:00,472.95348837209303,4571.989825581395,9.666891011456949
708,709,a,Basic,500.0,12,2010,0,0,0,0,0,2010-12-01 00:00:00,1297.7372448979593,9886.915816326531,7.61858061421666
709,710,d,Basic,1500.0,9,2008,1,14,2011,"Jan,Apr,Jul,Oct",2011-04-04 00:00:00,2008-09-01 00:00:00,373.1864951768489,4546.652733118971,12.1833260095984
710,711,d,Basic,17110.0,3,2007,1,5,2010,"Jan,Apr,Jul,Oct",2010-02-01 00:00:00,2007-03-01 00:00:00,511.3194221508828,6914.39165329053,13.522646224164344
711,712,a,Basic,4870.0,9,2007,1,45,2009,"Jan,Apr,Jul,Oct",2009-11-09 00:00:00,2007-09-01 00:00:00,574.676848874598,6421.442122186495,11.174005242705952
712,713,a,Extended,220.0,0,0,1,10,2014,"Jan,Apr,Jul,Oct",2014-03-10 00:00:00,0,1313.7663671373555,10718.055198973043,8.158265782315054
713,714,d,Extended,12070.0,10,2005,1,10,2013,"Jan,Apr,Jul,Oct",2013-03-11 00:00:00,2005-10-01 00:00:00,331.1222651222651,4553.947232947233,13.753068617314852
714,715,a,Basic,14810.0,6,2014,0,0,0,0,0,2014-06-01 00:00:00,675.4033505154639,6491.095360824742,9.610694640277956
715,716,d,Basic,3200.0,1,2008,1,22,2011,"Jan,Apr,Jul,Oct",2011-05-30 00:00:00,2008-01-01 00:00:00,454.3086816720257,5717.081993569132,12.584135466062706
716,717,d,Extended,310.0,0,0,1,40,2011,"Jan,Apr,Jul,Oct",2011-10-03 00:00:00,0,559.421052631579,5552.894736842105,9.926145451124281
717,718,a,Basic,1100.0,6,2015,0,0,0,0,0,2015-06-01 00:00:00,855.2394366197183,7911.313700384123,9.250407969554242
